PRISM Time Series Data
Location:  Lat: 44.8983   Lon: -89.7591   Elev: 1243ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2009-01-01 - 2020-12-01
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Apr-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2010-01-17,0.00,16.8,24.0,31.2,19.8,0.15,1.88
2010-01-18,0.00,16.0,25.1,34.2,20.9,0.17,2.03
2010-01-19,0.00,12.2,22.0,31.8,18.4,0.13,1.88
2010-01-20,0.00,10.5,19.0,27.5,15.6,0.17,1.50
2010-01-21,0.00,16.1,20.3,24.5,17.7,0.25,1.05
2010-01-22,0.00,22.2,26.9,31.5,21.8,0.37,2.18
2010-01-23,0.00,26.1,28.3,30.5,25.2,0.15,1.05
2010-01-24,0.21,30.5,33.1,35.8,33.1,0.03,0.50
2010-01-25,0.36,30.0,32.6,35.3,31.8,0.02,0.54
2010-01-26,0.02,17.0,23.9,30.9,21.3,0.11,1.21
2010-01-27,0.00,0.3,8.7,17.0,3.3,0.29,0.99
2010-01-28,0.00,-2.3,4.6,11.5,-2.8,0.28,1.06
2010-01-29,0.00,-8.1,-2.6,2.8,-12.7,0.27,0.83
2010-01-30,0.00,-8.3,1.6,11.5,-7.8,0.19,1.33
2010-01-31,0.00,-7.0,4.6,16.2,-3.5,0.22,1.71
2010-02-01,0.00,-0.8,8.5,17.9,-0.6,0.24,1.63
2010-02-02,0.05,1.2,9.3,17.5,4.0,0.24,2.00
2010-02-03,0.05,7.3,16.0,24.7,15.8,0.14,0.95
2010-02-04,0.00,5.6,14.6,23.6,9.8,0.18,1.90
2010-02-05,0.00,18.8,24.4,30.0,20.7,0.40,1.92
2010-02-06,0.00,18.8,25.3,31.9,20.1,0.42,1.61
2010-02-07,0.00,9.9,17.5,25.1,7.2,0.32,2.65
2010-02-08,0.00,10.4,17.4,24.4,13.9,0.24,1.62
2010-02-09,0.11,17.6,22.1,26.7,17.2,0.27,1.62
2010-02-10,0.05,17.9,22.2,26.6,17.5,0.37,1.12
2010-02-11,0.00,4.5,16.3,28.1,9.8,0.19,2.69
2010-02-12,0.00,0.5,13.3,26.1,6.1,0.20,2.18
2010-02-13,0.00,-0.9,13.5,27.9,5.3,0.18,2.78
2010-02-14,0.00,3.8,16.8,29.9,8.6,0.27,3.15
2010-02-15,0.06,14.5,20.5,26.5,14.2,0.25,1.87
2010-02-16,0.00,19.1,23.2,27.3,17.9,0.32,1.93
2010-02-17,0.00,21.7,26.5,31.3,16.5,0.87,2.62
2010-02-18,0.00,16.1,26.4,36.7,16.7,0.77,3.51
2010-02-19,0.00,9.1,23.1,37.2,7.6,0.60,5.11
2010-02-20,0.00,8.9,22.3,35.7,8.1,0.63,5.11
2010-02-21,0.00,20.0,25.7,31.5,21.1,0.15,2.71
2010-02-22,0.00,25.1,30.1,35.1,21.6,0.37,3.50
2010-02-23,0.03,25.1,29.8,34.6,23.6,0.35,2.74
2010-02-24,0.00,14.5,21.2,27.8,16.9,0.25,1.72
2010-02-25,0.00,7.0,15.8,24.6,7.9,0.24,2.04
2010-02-26,0.00,6.9,17.4,28.0,6.8,0.34,2.90
2010-02-27,0.00,11.5,23.5,35.6,9.6,0.53,4.95
2010-02-28,0.00,26.1,32.5,39.0,23.3,0.84,3.48
2010-03-01,0.00,22.0,28.5,35.1,23.1,0.58,2.29
2010-03-02,0.00,13.9,25.2,36.5,17.8,0.19,3.59
2010-03-03,0.00,13.5,25.6,37.8,12.7,0.29,5.11
2010-03-04,0.00,15.7,28.5,41.4,11.1,0.69,6.87
2010-03-05,0.00,16.9,28.7,40.4,15.7,0.44,5.32
2010-03-06,0.00,16.7,29.7,42.6,17.7,0.38,5.95
2010-03-07,0.00,17.4,31.1,44.8,18.7,0.33,6.72
2010-03-08,0.00,25.5,37.6,49.7,23.6,0.58,8.31
2010-03-09,0.00,26.1,38.1,50.0,29.2,0.23,6.34
2010-03-10,0.06,27.9,36.0,44.1,34.9,0.08,3.03
2010-03-11,0.16,37.1,39.0,40.8,38.3,0.05,0.99
2010-03-12,0.34,39.7,42.3,44.9,42.0,0.03,0.55
2010-03-13,0.00,39.5,41.8,44.2,40.7,0.04,0.62
2010-03-14,0.00,38.3,41.8,45.4,39.5,0.29,1.86
2010-03-15,0.00,32.8,47.8,62.8,33.4,0.76,12.63
2010-03-16,0.00,30.7,46.6,62.4,30.0,0.60,13.68
2010-03-17,0.00,29.3,45.6,61.8,27.5,0.67,14.18
2010-03-18,0.00,31.3,47.3,63.4,31.8,0.41,15.09
2010-03-19,0.00,39.7,50.8,62.0,32.9,0.82,13.44
2010-03-20,0.00,26.1,33.5,40.9,21.6,1.64,3.70
2010-03-21,0.00,19.3,29.7,40.1,13.7,0.78,5.82
2010-03-22,0.00,21.1,34.7,48.4,17.3,0.64,8.56
2010-03-23,0.00,26.2,39.6,53.0,18.3,1.14,10.41
2010-03-24,0.00,27.6,42.0,56.4,22.7,1.13,11.88
2010-03-25,0.00,28.3,43.2,58.1,20.7,1.71,12.70
2010-03-26,0.00,14.5,24.7,35.0,3.4,0.77,5.50
2010-03-27,0.00,16.1,28.1,40.0,13.5,0.96,5.86
2010-03-28,0.02,32.0,40.6,49.1,24.8,0.69,8.36
2010-03-29,0.00,21.3,33.3,45.2,26.0,0.31,4.74
2010-03-30,0.00,24.4,37.0,49.5,22.4,0.47,8.40
2010-03-31,0.00,36.0,51.0,66.1,34.5,1.95,15.32
2010-04-01,0.00,46.1,59.6,73.2,42.0,1.83,18.29
2010-04-02,0.00,52.3,65.7,79.1,48.1,4.46,22.56
2010-04-03,0.38,45.3,58.9,72.6,50.1,0.47,15.55
2010-04-04,0.00,41.9,48.8,55.7,31.0,2.11,10.91
2010-04-05,0.00,37.9,51.7,65.5,35.1,1.23,15.22
2010-04-06,0.05,43.4,52.1,60.9,35.5,0.70,13.08
2010-04-07,0.28,40.9,46.1,51.2,41.3,0.47,3.07
2010-04-08,0.02,30.6,41.0,51.4,26.6,0.90,8.21
2010-04-09,0.00,21.6,28.8,36.1,20.5,0.39,3.48
2010-04-10,0.00,27.3,41.1,55.0,22.4,1.05,11.52
2010-04-11,0.00,28.8,44.5,60.2,25.2,0.87,13.85
2010-04-12,0.00,34.9,50.2,65.4,22.8,1.67,17.97
2010-04-13,0.06,42.7,53.1,63.5,31.2,2.23,15.56
2010-04-14,0.14,42.3,49.0,55.8,40.0,1.02,6.12
2010-04-15,0.01,44.7,60.2,75.8,45.6,2.42,19.90
2010-04-16,0.03,45.2,60.6,76.0,46.2,2.25,17.68
2010-04-17,0.00,34.9,45.4,55.9,20.1,3.20,12.03
2010-04-18,0.00,31.9,44.2,56.5,19.2,1.60,12.57
2010-04-19,0.00,34.0,46.9,59.8,30.8,0.62,11.76
2010-04-20,0.00,37.3,50.6,63.9,34.1,0.78,14.24
2010-04-21,0.00,41.4,55.4,69.3,33.3,1.50,18.60
2010-04-22,0.00,27.2,42.1,57.1,27.4,0.39,11.59
2010-04-23,0.00,30.3,44.4,58.5,29.9,0.53,11.25
2010-04-24,0.00,41.9,53.9,65.9,31.1,2.39,16.94
2010-04-25,0.17,46.1,48.9,51.7,39.8,0.44,7.05
2010-04-26,0.02,39.8,51.1,62.4,32.9,2.23,12.92
2010-04-27,0.00,32.0,48.4,64.9,24.7,2.29,16.33
2010-04-28,0.00,32.1,45.3,58.5,21.1,1.50,13.55
2010-04-29,0.00,38.4,50.1,61.9,28.5,2.27,14.69
2010-04-30,0.05,47.7,56.9,66.0,45.1,3.00,12.39
2010-05-01,0.24,53.7,64.9,76.1,56.7,0.48,15.03
2010-05-02,0.00,52.5,60.3,68.0,42.2,2.38,15.61
2010-05-03,0.00,43.9,56.4,68.9,37.9,2.44,17.94
2010-05-04,0.06,37.4,47.1,56.8,37.7,0.19,8.06
2010-05-05,0.24,44.5,58.8,73.1,44.8,0.65,18.17
2010-05-06,0.03,39.0,50.1,61.3,37.0,1.05,12.60
2010-05-07,0.00,39.7,48.1,56.4,35.9,1.50,8.71
2010-05-08,0.86,32.3,37.7,43.1,32.0,0.14,4.63
2010-05-09,0.00,29.8,38.0,46.2,29.9,0.31,5.40
2010-05-10,0.00,31.6,43.7,55.7,26.0,0.58,11.01
2010-05-11,0.08,37.7,47.8,57.9,30.1,0.66,11.19
2010-05-12,0.14,38.1,39.9,41.7,38.4,0.13,1.27
2010-05-13,0.06,42.4,49.8,57.2,38.9,0.56,8.46
2010-05-14,0.26,44.8,48.9,52.9,45.5,0.13,2.47
2010-05-15,0.00,35.9,48.7,61.4,39.0,0.32,10.08
2010-05-16,0.00,41.7,54.1,66.6,40.8,0.36,14.65
2010-05-17,0.00,46.6,58.3,70.0,41.2,1.82,16.23
2010-05-18,0.00,44.7,58.0,71.4,36.2,3.05,19.91
2010-05-19,0.00,43.5,59.6,75.6,35.6,1.40,24.65
2010-05-20,0.00,46.5,62.7,79.0,37.5,1.38,28.04
2010-05-21,0.00,53.0,67.6,82.2,42.3,2.47,30.42
2010-05-22,0.03,55.4,58.2,60.9,54.8,0.25,4.26
2010-05-23,0.00,57.0,64.7,72.3,57.7,0.56,11.77
2010-05-24,0.00,69.1,77.7,86.3,67.6,2.60,19.58
2010-05-25,0.00,68.3,79.3,90.4,67.9,1.82,26.28
2010-05-26,0.01,64.1,74.0,83.8,64.9,0.74,17.10
2010-05-27,0.00,54.4,67.7,81.0,53.8,1.74,22.38
2010-05-28,0.00,50.1,64.9,79.7,43.3,2.53,26.47
2010-05-29,0.00,54.7,69.0,83.4,47.8,2.62,30.00
2010-05-30,0.00,59.9,72.3,84.7,53.6,2.12,28.17
2010-05-31,0.37,59.3,73.3,87.2,60.3,0.65,27.47
2010-06-01,0.00,52.6,64.9,77.2,49.3,1.05,22.60
2010-06-02,0.03,59.2,70.5,81.8,53.6,1.83,25.74
2010-06-03,0.47,49.9,58.1,66.4,53.8,0.19,7.87
2010-06-04,0.23,53.4,63.0,72.7,51.3,0.40,16.80
2010-06-05,0.38,54.6,64.6,74.6,57.2,0.29,12.16
2010-06-06,0.39,53.3,62.5,71.8,54.0,0.26,13.52
2010-06-07,0.02,49.8,57.9,66.0,50.1,0.50,8.81
2010-06-08,0.03,50.8,59.0,67.2,48.2,1.17,10.11
2010-06-09,0.91,51.1,55.4,59.7,54.2,0.09,2.05
2010-06-10,0.00,50.1,60.8,71.4,51.9,0.95,13.15
2010-06-11,0.07,54.9,61.1,67.2,53.2,0.95,10.37
2010-06-12,0.59,55.1,59.4,63.8,59.3,0.13,1.99
2010-06-13,0.02,58.4,61.8,65.2,58.3,0.59,4.79
2010-06-14,0.02,58.6,63.2,67.9,60.1,0.32,5.34
2010-06-15,0.90,59.2,62.3,65.4,58.7,0.64,4.25
2010-06-16,0.16,59.4,61.4,63.4,59.4,0.24,2.86
2010-06-17,0.00,57.4,65.0,72.6,59.3,0.19,9.63
2010-06-18,0.40,61.2,71.5,81.9,63.4,0.39,17.56
2010-06-19,0.00,61.8,71.2,80.5,62.2,1.14,14.84
2010-06-20,0.00,56.2,64.7,73.1,56.8,0.55,11.74
2010-06-21,0.00,58.6,67.7,76.8,58.9,0.53,14.93
2010-06-22,0.88,57.8,67.1,76.4,62.0,0.13,10.76
2010-06-23,0.26,61.7,73.4,85.1,67.2,0.04,18.86
2010-06-24,0.31,60.5,70.9,81.4,62.9,0.64,15.59
2010-06-25,0.00,57.2,67.1,77.0,54.8,0.79,19.38
2010-06-26,0.12,64.6,72.0,79.3,63.7,0.61,15.63
2010-06-27,0.43,63.1,72.4,81.7,65.6,0.22,15.80
2010-06-28,0.00,60.6,70.7,80.8,62.4,0.71,15.09
2010-06-29,0.00,53.2,62.2,71.2,51.3,2.65,13.62
2010-06-30,0.00,46.2,58.3,70.3,43.0,1.03,16.44
2010-07-01,0.00,52.1,62.6,73.1,47.7,0.88,17.87
2010-07-02,0.00,57.9,68.5,79.2,56.3,1.98,18.34
2010-07-03,0.00,62.7,72.2,81.8,56.1,3.88,22.11
2010-07-04,0.00,68.6,77.2,85.8,62.5,5.84,23.01
2010-07-05,0.57,65.5,72.1,78.6,68.7,0.00,8.80
2010-07-06,0.69,69.2,71.4,73.5,69.7,0.36,4.86
2010-07-07,0.01,66.4,74.8,83.2,68.6,0.34,15.93
2010-07-08,0.05,66.2,73.8,81.4,68.2,0.29,12.85
2010-07-09,0.00,61.4,71.2,81.0,60.4,1.26,20.40
2010-07-10,0.00,58.0,70.0,82.0,58.3,0.63,21.92
2010-07-11,0.13,61.6,72.1,82.5,61.1,1.35,20.05
2010-07-12,0.02,61.6,69.4,77.2,62.2,0.64,12.64
2010-07-13,0.01,59.1,69.2,79.3,58.4,1.25,18.88
2010-07-14,0.00,62.4,71.1,79.8,60.0,2.88,16.41
2010-07-15,2.53,66.3,73.0,79.8,67.1,0.46,10.65
2010-07-16,0.00,66.1,72.6,79.1,58.6,3.13,19.58
2010-07-17,0.00,64.6,74.7,84.7,62.9,1.53,22.35
2010-07-18,0.29,64.9,74.4,83.9,62.4,1.00,23.34
2010-07-19,0.32,62.4,70.9,79.4,65.0,0.25,12.09
2010-07-20,0.00,57.8,68.8,79.7,62.2,0.18,15.55
2010-07-21,0.27,60.6,70.4,80.2,63.5,0.27,15.19
2010-07-22,0.00,62.0,71.5,81.0,59.5,1.07,20.72
2010-07-23,1.21,62.6,64.5,66.4,63.1,0.19,2.88
2010-07-24,0.60,63.0,72.0,81.1,66.1,0.16,14.46
2010-07-25,0.01,59.8,68.9,78.0,63.1,0.25,12.73
2010-07-26,0.00,58.0,69.4,80.9,58.5,0.45,21.09
2010-07-27,0.00,62.6,71.8,81.1,62.9,1.08,16.49
2010-07-28,1.23,66.3,75.2,84.2,69.3,0.32,12.01
2010-07-29,0.00,58.1,68.4,78.7,58.2,0.90,18.31
2010-07-30,0.00,59.3,69.6,79.8,57.7,0.89,20.38
2010-07-31,0.02,62.6,69.2,75.7,62.0,0.77,11.76
2010-08-01,0.00,60.4,69.7,79.0,63.2,0.16,13.51
2010-08-02,0.03,63.7,72.6,81.6,66.7,0.28,15.53
2010-08-03,0.16,68.8,75.9,83.0,69.3,1.03,13.28
2010-08-04,0.03,65.9,76.4,86.9,69.3,0.54,19.23
2010-08-05,0.00,62.6,73.0,83.4,62.9,0.81,21.25
2010-08-06,0.00,59.1,67.9,76.7,55.0,1.87,18.58
2010-08-07,0.00,56.0,66.6,77.3,56.3,0.59,16.92
2010-08-08,1.69,61.8,71.8,81.7,66.0,0.35,14.65
2010-08-09,0.00,66.4,71.7,77.1,70.0,0.32,7.44
2010-08-10,0.00,63.4,76.5,89.6,68.4,0.25,25.64
2010-08-11,0.94,66.7,76.2,85.7,68.8,0.56,19.23
2010-08-12,0.00,68.3,75.9,83.6,70.2,0.29,13.49
2010-08-13,0.00,71.1,79.6,88.1,70.5,0.45,22.28
2010-08-14,0.34,65.3,72.4,79.4,67.1,0.52,11.49
2010-08-15,0.01,60.6,72.2,83.9,65.1,1.08,18.93
2010-08-16,0.00,54.7,63.5,72.4,53.6,2.20,12.67
2010-08-17,0.00,52.3,63.2,74.0,50.8,1.28,16.16
2010-08-18,0.00,55.0,62.5,69.9,50.3,0.50,14.34
2010-08-19,0.00,61.1,67.9,74.8,62.8,0.79,9.61
2010-08-20,0.24,60.7,67.9,75.1,61.6,0.72,10.20
2010-08-21,0.00,62.5,72.5,82.4,67.3,0.15,11.38
2010-08-22,0.00,58.8,70.0,81.2,63.7,0.33,16.08
2010-08-23,0.00,60.9,72.3,83.6,62.3,0.43,20.95
2010-08-24,0.00,63.0,73.1,83.1,63.7,0.67,19.21
2010-08-25,0.00,53.4,63.9,74.5,54.7,0.93,16.10
2010-08-26,0.00,46.0,58.1,70.2,48.1,0.36,14.09
2010-08-27,0.00,51.5,62.3,73.2,51.2,0.84,16.11
2010-08-28,0.00,60.2,72.0,83.8,60.7,1.38,22.47
2010-08-29,0.00,55.9,69.4,83.0,56.4,0.96,23.97
2010-08-30,0.00,61.5,75.1,88.8,66.0,1.97,26.24
2010-08-31,0.00,70.8,79.0,87.2,67.7,2.15,22.60
2010-09-01,0.92,64.7,70.9,77.2,69.3,0.27,5.05
2010-09-02,0.06,57.2,66.9,76.6,58.8,0.26,15.74
2010-09-03,1.67,54.8,65.5,76.1,59.5,0.37,11.23
2010-09-04,0.06,44.8,51.9,59.0,46.8,0.84,5.15
2010-09-05,0.00,40.8,51.3,61.9,40.8,0.25,11.16
2010-09-06,0.01,45.9,56.8,67.7,51.1,0.34,11.90
2010-09-07,0.31,54.9,63.5,72.2,57.9,0.89,10.36
2010-09-08,0.07,46.5,51.6,56.7,48.2,0.36,3.69
2010-09-09,0.00,39.6,50.2,60.8,43.8,0.14,7.82
2010-09-10,0.00,43.3,54.1,64.8,45.8,0.39,10.42
2010-09-11,0.43,48.1,57.5,66.9,50.5,0.19,10.15
2010-09-12,0.03,47.6,57.2,66.8,52.0,0.16,8.41
2010-09-13,0.00,48.8,62.7,76.5,48.5,0.98,20.81
2010-09-14,0.00,45.6,57.3,69.0,44.7,0.45,15.09
2010-09-15,0.01,43.3,53.6,63.9,45.0,0.43,9.55
2010-09-16,1.74,47.6,52.7,57.7,51.5,0.17,2.22
2010-09-17,0.00,50.0,55.3,60.6,49.4,0.38,6.72
2010-09-18,0.22,47.2,54.4,61.7,54.0,0.11,3.05
2010-09-19,0.00,38.0,48.9,59.8,37.6,0.30,11.33
2010-09-20,0.00,42.5,51.4,60.3,41.6,0.56,12.52
2010-09-21,0.05,47.5,59.2,70.9,55.1,0.61,5.04
2010-09-22,0.05,45.3,59.0,72.7,54.4,0.34,11.83
2010-09-23,2.19,46.8,56.6,66.4,53.0,0.11,10.12
2010-09-24,1.82,54.7,63.0,71.3,63.0,0.13,3.00
2010-09-25,0.04,43.8,49.0,54.1,44.6,0.98,3.62
2010-09-26,0.00,35.1,47.8,60.5,38.3,0.25,10.24
2010-09-27,0.00,35.7,48.5,61.3,38.5,0.11,11.02
2010-09-28,0.00,37.8,50.1,62.5,44.1,0.30,10.38
2010-09-29,0.00,47.1,54.0,60.8,48.8,0.25,6.03
2010-09-30,0.00,47.5,60.1,72.6,50.5,0.26,13.97
2010-10-01,0.00,39.3,52.5,65.7,40.9,0.28,13.87
2010-10-02,0.10,37.3,49.7,62.0,42.2,0.41,9.30
2010-10-03,0.00,31.2,40.6,50.0,32.9,0.25,6.11
2010-10-04,0.00,30.5,42.8,55.1,32.3,0.10,9.15
2010-10-05,0.00,31.2,45.7,60.2,33.9,0.15,11.59
2010-10-06,0.00,34.3,50.5,66.7,37.8,0.36,14.75
2010-10-07,0.00,43.8,57.9,72.0,39.2,1.49,17.92
2010-10-08,0.00,42.3,57.0,71.6,40.5,0.87,18.21
2010-10-09,0.00,43.9,61.7,79.5,47.2,0.86,22.36
2010-10-10,0.00,47.1,60.0,73.0,48.9,0.36,15.26
2010-10-11,0.00,48.2,62.4,76.5,51.8,0.43,17.12
2010-10-12,0.00,44.8,57.9,71.0,48.7,0.23,12.89
2010-10-13,0.00,44.0,59.0,74.1,48.1,0.28,14.85
2010-10-14,0.00,36.7,49.1,61.5,32.7,1.45,12.88
2010-10-15,0.00,38.8,50.9,63.0,34.9,0.92,13.67
2010-10-16,0.00,35.9,47.7,59.5,37.4,0.35,9.81
2010-10-17,0.00,35.8,49.7,63.7,33.7,0.74,12.19
2010-10-18,0.00,37.0,47.1,57.2,28.7,2.07,11.51
2010-10-19,0.00,34.5,43.9,53.4,28.0,1.13,9.19
2010-10-20,0.00,35.4,46.0,56.6,33.8,0.98,9.20
2010-10-21,0.14,34.5,43.9,53.4,35.3,0.36,6.38
2010-10-22,0.00,27.1,37.7,48.4,27.1,0.36,6.94
2010-10-23,0.00,26.4,42.4,58.4,30.7,0.39,11.40
2010-10-24,0.42,44.2,47.3,50.4,46.6,0.28,2.87
2010-10-25,0.56,49.1,53.0,56.8,53.0,0.04,1.00
2010-10-26,0.51,55.1,58.4,61.7,55.3,0.16,4.30
2010-10-27,0.38,41.3,51.4,61.6,40.1,0.45,4.35
2010-10-28,0.02,37.0,39.8,42.6,33.0,0.50,3.86
2010-10-29,0.00,25.2,32.4,39.5,26.9,0.41,3.02
2010-10-30,0.00,25.6,35.4,45.2,26.4,0.42,6.18
2010-10-31,0.00,28.1,39.2,50.3,28.8,0.54,6.60
2010-11-01,0.00,24.4,35.7,47.0,25.7,0.18,6.40
2010-11-02,0.00,24.7,36.9,49.2,27.1,0.15,6.74
2010-11-03,0.03,25.5,38.1,50.7,31.9,0.16,6.30
2010-11-04,0.00,36.8,45.8,54.8,33.2,1.35,7.92
2010-11-05,0.03,27.7,34.4,41.2,23.9,0.83,3.87
2010-11-06,0.00,23.3,30.6,37.9,17.3,0.70,4.97
2010-11-07,0.00,25.1,36.1,47.2,21.6,0.89,7.20
2010-11-08,0.00,30.9,43.6,56.4,29.0,1.11,9.92
2010-11-09,0.00,34.2,48.3,62.5,35.8,0.36,12.42
2010-11-10,0.00,36.7,49.3,61.9,39.8,0.30,9.95
2010-11-11,0.00,42.0,51.6,61.1,44.0,0.87,8.44
2010-11-12,0.00,31.1,41.8,52.6,31.8,0.57,7.71
2010-11-13,0.75,33.3,36.4,39.4,32.5,0.10,2.20
2010-11-14,0.32,33.1,36.9,40.8,36.4,0.06,0.71
2010-11-15,0.04,30.5,32.3,34.2,30.6,0.15,0.94
2010-11-16,0.00,28.0,35.4,42.7,31.1,0.05,3.11
2010-11-17,0.11,27.4,36.3,45.3,35.6,0.01,2.56
2010-11-18,0.00,29.9,34.8,39.6,27.7,0.40,3.18
2010-11-19,0.00,27.5,29.6,31.7,20.9,0.98,2.37
2010-11-20,0.00,18.6,27.3,35.9,22.5,0.54,2.48
2010-11-21,0.00,18.0,23.4,28.9,16.6,0.68,2.24
2010-11-22,0.12,28.2,33.6,39.0,33.6,0.08,0.63
2010-11-23,0.17,16.6,26.9,37.2,26.9,0.07,1.02
2010-11-24,0.00,14.4,18.4,22.4,12.9,0.34,1.32
2010-11-25,0.21,21.7,27.5,33.2,27.5,0.08,1.31
2010-11-26,0.00,10.6,21.2,31.8,8.7,0.22,2.33
2010-11-27,0.00,12.1,16.7,21.3,10.7,0.48,1.36
2010-11-28,0.00,11.5,17.3,23.0,12.4,0.24,1.18
2010-11-29,0.00,16.0,28.1,40.1,26.2,0.32,3.48
2010-11-30,0.13,31.4,35.9,40.4,34.3,0.05,2.44
2010-12-01,0.00,18.9,29.3,39.6,23.2,0.06,1.07
2010-12-02,0.00,17.1,20.0,22.9,14.9,0.53,1.05
2010-12-03,0.00,13.0,17.5,22.0,11.1,0.42,1.37
2010-12-04,0.02,14.4,17.9,21.4,13.8,0.40,1.08
2010-12-05,0.00,17.3,22.8,28.3,17.6,0.34,1.99
2010-12-06,0.00,13.0,16.5,20.0,9.7,0.53,1.20
2010-12-07,0.00,10.8,15.4,20.0,7.3,0.57,1.50
2010-12-08,0.00,9.0,16.0,22.9,4.9,0.36,2.47
2010-12-09,0.00,7.3,14.6,21.8,6.9,0.25,1.75
2010-12-10,0.19,15.3,21.5,27.7,18.0,0.18,1.20
2010-12-11,0.30,17.8,23.0,28.2,17.6,0.33,1.31
2010-12-12,0.66,15.7,19.8,23.8,17.8,0.26,0.79
2010-12-13,0.00,1.9,9.2,16.6,1.6,0.40,1.51
2010-12-14,0.00,-10.3,1.4,13.0,-5.4,0.15,1.24
2010-12-15,0.00,-16.0,-0.7,14.6,-7.1,0.12,1.08
2010-12-16,0.00,-14.7,0.9,16.4,-5.5,0.13,1.38
2010-12-17,0.00,-3.2,8.4,20.0,5.6,0.17,1.22
2010-12-18,0.00,6.6,11.4,16.3,5.6,0.35,1.02
2010-12-19,0.00,8.2,11.1,14.1,7.0,0.34,0.80
2010-12-20,0.00,-4.6,5.6,15.9,1.8,0.17,0.93
2010-12-21,0.27,-4.1,11.3,26.7,11.3,0.11,1.11
2010-12-22,0.14,24.7,27.4,30.2,26.7,0.09,0.61
2010-12-23,0.00,22.8,26.7,30.7,22.2,0.41,1.45
2010-12-24,0.01,21.0,22.2,23.3,19.8,0.15,0.55
2010-12-25,0.03,21.0,23.7,26.4,21.8,0.12,0.92
2010-12-26,0.00,18.9,23.7,28.4,18.9,0.31,1.39
2010-12-27,0.00,16.1,19.9,23.6,15.8,0.23,1.08
2010-12-28,0.00,14.8,18.1,21.5,13.0,0.20,1.16
2010-12-29,0.00,11.5,18.1,24.8,15.5,0.11,0.83
2010-12-30,0.00,18.7,27.5,36.4,27.5,0.02,1.93
2010-12-31,0.14,31.4,36.8,42.2,36.4,0.05,0.70
2011-01-01,0.00,12.9,24.1,35.3,24.1,0.06,1.61
2011-01-02,0.00,1.4,6.5,11.6,-1.6,0.29,0.92
2011-01-03,0.01,0.6,7.0,13.4,2.9,0.27,1.27
2011-01-04,0.04,11.0,15.3,19.5,13.0,0.18,0.92
2011-01-05,0.00,-8.0,2.6,13.2,-2.5,0.14,1.06
2011-01-06,0.02,-4.2,6.5,17.2,6.5,0.16,0.74
2011-01-07,0.00,3.6,10.2,16.8,3.7,0.25,1.31
2011-01-08,0.00,2.0,6.4,10.7,1.4,0.23,0.90
2011-01-09,0.00,-2.9,9.2,21.3,2.4,0.18,1.88
2011-01-10,0.00,-3.9,8.3,20.6,1.4,0.18,1.49
2011-01-11,0.06,1.2,12.0,22.9,10.7,0.19,1.73
2011-01-12,0.03,18.8,22.0,25.2,17.7,0.34,1.16
2011-01-13,0.00,14.6,19.0,23.4,13.0,0.42,1.58
2011-01-14,0.05,11.4,14.8,18.2,12.8,0.18,0.85
2011-01-15,0.24,8.1,13.0,18.0,12.0,0.10,0.84
2011-01-16,0.00,3.0,10.5,18.0,3.7,0.19,1.21
2011-01-17,0.05,3.1,7.6,12.0,2.3,0.22,0.80
2011-01-18,0.07,12.7,17.4,22.2,17.3,0.07,0.67
2011-01-19,0.00,1.7,9.6,17.5,3.8,0.21,1.30
2011-01-20,0.00,-5.5,3.9,13.4,-0.1,0.15,0.98
2011-01-21,0.00,-17.4,-5.9,5.6,-9.7,0.13,0.68
2011-01-22,0.02,-19.0,-9.3,0.5,-11.7,0.11,0.70
2011-01-23,0.00,-16.2,-4.1,8.0,-8.4,0.12,1.03
2011-01-24,0.00,-16.3,-2.5,11.3,-3.7,0.11,1.10
2011-01-25,0.00,10.6,14.7,18.8,14.6,0.05,0.63
2011-01-26,0.00,14.3,18.1,21.9,15.4,0.21,0.74
2011-01-27,0.04,15.0,19.3,23.6,14.9,0.13,1.35
2011-01-28,0.00,16.9,20.4,24.0,17.8,0.26,0.95
2011-01-29,0.13,16.2,21.3,26.5,18.0,0.13,1.83
2011-01-30,0.00,9.6,16.1,22.7,16.1,0.15,0.67
2011-01-31,0.04,6.3,14.0,21.8,9.3,0.19,1.33
2011-02-01,0.11,8.2,11.9,15.6,8.6,0.35,0.70
2011-02-02,0.00,8.2,13.2,18.3,5.7,0.44,1.44
2011-02-03,0.00,-4.7,7.6,20.0,-5.0,0.44,2.34
2011-02-04,0.00,-3.8,9.0,21.8,0.1,0.45,2.58
2011-02-05,0.00,12.3,20.0,27.6,16.2,0.22,1.58
2011-02-06,0.00,21.6,26.4,31.2,22.9,0.21,1.52
2011-02-07,0.00,20.4,25.1,29.7,17.5,0.50,2.44
2011-02-08,0.02,-4.9,7.3,19.5,5.2,0.22,1.34
2011-02-09,0.00,-8.0,-0.1,7.8,-11.0,0.23,1.17
2011-02-10,0.00,-15.7,-4.1,7.4,-12.7,0.16,1.13
